,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
122,515990.SH,国企一带一路ETF,汇添富基金,中国农业银行,股票型,20191106,,20200115,20190911,,36.2435,0.15,0.05,,1.0,0.1,,中证国企一带一路指数收益率,L,被动指数型,契约型开放式,,20200115,20200115,E
123,515110.SH,一带一路国企ETF,易方达基金,中国建设银行,股票型,20191106,,20200115,20190911,,83.5829,0.15,0.05,,1.0,0.1,,中证国企一带一路指数收益率,L,被动指数型,契约型开放式,,20200115,20200115,E
124,166107.SZ,多因子A,信达澳银基金,中国银行,混合型,20191106,,20191128,20190923,,2.2584,1.5,0.25,,1.0,0.001,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,偏股混合型,契约型开放式,,20191125,20191125,E
125,515150.SH,一带一路ETF,富国基金,中国银行,股票型,20191106,,20200115,20190911,,82.667,0.15,0.05,,1.0,0.1,,中证国企一带一路指数收益率,L,被动指数型,契约型开放式,,20200115,20200115,E
126,162216.SZ,泰达500,泰达宏利基金,中国银行,股票型,20191106,,20191205,20191106,,0.0279,1.0,0.2,,1.0,,,中证500指数收益率*95%+1年期定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20191106,20191106,E
127,159976.SZ,湾创ETF,工银瑞信基金,招商银行,股票型,20191101,,20200117,20190819,,11.9089,0.25,0.05,,1.0,0.1,,粤港澳大湾区创新100指数收益率,L,被动指数型,契约型开放式,,20200117,20200117,E
128,159987.SZ,创新ETF,银华基金,招商证券,股票型,20191101,,20191118,20191021,,4.4346,0.3,0.08,,1.0,0.1,,中证研发创新100指数,L,被动指数型,契约型开放式,,20191118,20191118,E
129,515200.SH,创新100ETF,申万菱信基金,中国农业银行,股票型,20191025,,20191115,20190902,,8.9694,0.5,0.1,,1.0,0.1,,中证研发创新100指数,L,被动指数型,契约型开放式,,20191115,20191115,E
130,159980.SZ,有色期货,大成基金,中国农业银行,商品型,20191024,,20191224,20190903,,3.1082,0.6,0.1,,1.0,0.1,,上海期货交易所有色金属期货价格指数收益率,L,有色金属期货型,契约型开放式,,20191224,20191224,E
131,515020.SH,银行ETF华夏,华夏基金,中国银行,股票型,20191024,,20191203,20190909,,3.4785,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20191203,20191203,E
132,510530.SH,工银中证500ETF,工银瑞信基金,中国银行,股票型,20191017,,20200103,20190718,,10.8097,0.45,0.07,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200103,20200103,E
133,515650.SH,消费50ETF,富国基金,中信证券,股票型,20191014,,20191111,20190812,,8.6718,0.5,0.1,,1.0,0.1,,中证消费50指数收益率,L,被动指数型,契约型开放式,,20191111,20191111,E
134,502020.SH,上证50增强LOF,国金基金,中国民生银行,股票型,20191014,,20191028,20191014,,,1.0,0.1,,1.0,,,上证50指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20191015,20191015,E
135,515810.SH,中证800ETF,易方达基金,中国建设银行,股票型,20191008,,20191025,20190916,,8.8791,0.15,0.05,,1.0,0.1,,中证800指数收益率,L,被动指数型,契约型开放式,,20191025,20191025,E
136,515800.SH,800ETF,汇添富基金,平安银行,股票型,20191008,,20191216,20190715,,66.0144,0.15,0.05,,1.0,0.1,,中证800指数收益率,L,被动指数型,契约型开放式,,20191216,20191216,E
137,515580.SH,科技100ETF,华泰柏瑞基金,中信证券,股票型,20190927,,20191028,20190909,,21.2002,0.5,0.1,,1.0,0.1,,中证科技100指数收益率,L,被动指数型,契约型开放式,,20191028,20191028,E
138,515860.SH,科技ETF基金,嘉实基金,中国银行,股票型,20190926,,20191022,20190902,,12.6088,0.5,0.1,,1.0,0.1,,中证新兴科技100策略指数收益率,L,被动指数型,契约型开放式,,20191022,20191022,E
139,515520.SH,MSCI价值100ETF,大成基金,中国农业银行,股票型,20190926,,20191118,20190819,,7.8187,0.5,0.1,,1.0,0.1,,MSCI中国A股质优价值100指数,L,被动指数型,契约型开放式,,20191118,20191118,E
140,167302.SZ,湾区LOF,方正富邦基金,中国建设银行,股票型,20190926,,20200106,20190826,,3.0374,0.75,0.15,,1.0,0.0001,,恒生沪深港通大湾区综合指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20191105,20191105,E
141,515360.SH,方正沪深300ETF,方正富邦基金,中国建设银行,股票型,20190924,,20191101,20190801,,2.1587,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20191101,20191101,E
142,159985.SZ,豆粕ETF,华夏基金,中国建设银行,商品型,20190924,,20191205,20190906,,2.6592,0.5,0.1,,1.0,0.1,,大连商品交易所豆粕期货价格指数收益率,L,豆粕期货型,契约型开放式,,20191205,20191205,E
143,512970.SH,大湾区ETF,平安基金,中国工商银行,股票型,20190923,,20191111,20190617,,60.0999,0.15,0.05,,1.0,0.1,,中证粤港澳大湾区发展主题指数收益率,L,被动指数型,契约型开放式,,20191111,20191111,E
144,161118.SZ,易基中小,易方达基金,中国建设银行,股票型,20190920,,20191009,20190920,,6.1451,1.0,0.22,,1.0,,,中小板价格指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190923,20190923,E
145,159974.SZ,央企创新,富国基金,中国建设银行,股票型,20190920,,20191218,20190812,,20.2643,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
146,515600.SH,央企创新ETF,广发基金,中国工商银行,股票型,20190920,,20191218,20190812,,86.758,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
147,515680.SH,嘉实央企创新ETF,嘉实基金,中国银行,股票型,20190920,,20191218,20190812,,132.5026,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
148,515900.SH,央创ETF,博时基金,招商银行,股票型,20190920,,20191218,20190812,,167.3465,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
149,515010.SH,证券ETF华夏,华夏基金,中国银行,股票型,20190917,,20191107,20190819,,6.2477,0.5,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20191107,20191107,E
150,515050.SH,5GETF,华夏基金,中国银行,股票型,20190917,,20191016,20190830,,41.5257,0.5,0.1,,1.0,0.1,,中证5G通信主题指数收益率,L,被动指数型,契约型开放式,,20191016,20191016,E
151,159977.SZ,创业板TH,天弘基金,国泰君安,股票型,20190912,,20190927,20190826,,6.4086,0.5,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190927,20190927,E
152,510100.SH,上证50ETF易方达,易方达基金,招商银行,股票型,20190906,,20191009,20190610,,7.0423,0.15,0.05,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20191009,20191009,E
153,501088.SH,嘉实瑞虹,嘉实基金,中国银行,混合型,20190904,,20200309,20190805,,24.6132,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,,,E
154,501087.SH,交银瑞丰,交银施罗德基金,招商银行,混合型,20190904,,20200309,20190826,,29.6486,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,L,偏股混合型,契约型开放式,,,,E
155,512530.SH,沪深300红利ETF,建信基金,中信证券,股票型,20190823,,20190923,20190729,,12.635,0.5,0.1,,1.0,0.1,,沪深300红利指数,L,被动指数型,契约型开放式,,20190923,20190923,E
156,159972.SZ,5年地债,鹏华基金,招商银行,债券型,20190823,,20191108,20190708,,44.7159,0.15,0.05,,1.0,0.1,,中证5年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20191108,20191108,E
157,501086.SH,ESG基金LOF,华宝基金,中国工商银行,股票型,20190821,,20190912,20190719,,3.1686,0.5,0.1,,1.0,0.0001,,MSCI中国A股国际通ESG通用指数*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190912,20190912,E
158,515880.SH,通信ETF,国泰基金,中国工商银行,股票型,20190816,,20190906,20190722,,4.7646,0.5,0.1,,1.0,0.1,,中证全指通信设备指数收益率,L,被动指数型,契约型开放式,,20190906,20190906,E
159,515300.SH,红利低波ETF基金,嘉实基金,中国工商银行,股票型,20190808,,20190919,20190701,,7.6668,0.5,0.1,,1.0,0.1,,沪深300红利低波动指数收益率,L,被动指数型,契约型开放式,,20190919,20190919,E
160,512190.SH,浙商之江凤凰ETF,浙商资管,中国银行,股票型,20190805,,20190909,20190626,,3.2432,0.5,0.1,,1.0,0.1,,中证浙江凤凰行动50指数收益率,L,被动指数型,契约型开放式,,20190909,20190909,E
161,159968.SZ,ZZ500ETF,博时基金,招商银行,股票型,20190801,,20191031,20190701,,27.6219,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20191031,20191031,E
162,512650.SH,长三角ETF,汇添富基金,浦发银行/上海浦东发展银行,股票型,20190726,,20191025,20190520,,64.2894,0.15,0.05,,1.0,0.1,,中证长三角一体化发展主题指数收益率,L,被动指数型,契约型开放式,,20191025,20191025,E
163,512710.SH,军工龙头ETF,富国基金,中国建设银行,股票型,20190723,,20190826,20190524,,72.0233,0.5,0.1,,1.0,0.1,,中证军工龙头指数收益率,L,被动指数型,契约型开放式,,20190826,20190826,E
164,515000.SH,科技ETF,华宝基金,中国工商银行,股票型,20190722,,20190816,20190704,,10.3729,0.5,0.1,,1.0,0.1,,中证科技龙头指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
165,501079.SH,科创大成,大成基金,中国建设银行,混合型,20190718,,20200120,20190624,,8.6322,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
166,161729.SZ,招商瑞利,招商基金,中国建设银行,混合型,20190718,,20200115,20190603,,2.8437,1.5,0.2,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,,,E
167,159973.SZ,民企100,弘毅远方基金,广发证券,股票型,20190716,,20190809,20190617,,3.8498,0.3,0.2,,1.0,0.1,,国证民企领先100指数收益率,L,被动指数型,契约型开放式,,20190809,20190809,E
168,512930.SH,AIETF,平安基金,交通银行,股票型,20190712,,20190823,20190513,,2.0113,0.15,0.05,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20190823,20190823,E
169,512720.SH,计算机ETF,国泰基金,中国农业银行,股票型,20190711,,20190816,20190603,,6.1845,0.5,0.1,,1.0,0.1,,中证计算机主题指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
170,501085.SH,财通科创3年封闭,财通基金,中国工商银行,混合型,20190711,,20200207,20190624,,7.756,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*75%+上证国债指数收益率*25%,L,灵活配置型,契约型开放式,,,,E
171,501080.SH,科创主题投资基金,中金基金,中国银行,混合型,20190711,,20191225,20190624,,9.913,1.0,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*65%+中债-综合全价(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,,,E
172,501083.SH,科创银华,银华基金,招商银行,混合型,20190705,,20200107,20190624,,9.8974,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合财富指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
173,512670.SH,国防ETF,鹏华基金,中国建设银行,股票型,20190705,,20190801,20190610,,9.3183,0.3,0.1,,1.0,0.1,,中证国防指数收益率,L,被动指数型,契约型开放式,,20190801,20190801,E
174,159969.SZ,深100P,银华基金,国泰君安,股票型,20190628,,20190828,20190506,,6.939,0.2,0.1,,1.0,0.1,,深证100指数,L,被动指数型,契约型开放式,,20190828,20190828,E
175,501081.SH,科创中欧,中欧基金,招商银行,混合型,20190628,,20190906,20190624,,9.8879,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,L,灵活配置型,契约型开放式,,,,E
176,501082.SH,科创投资LOF,博时基金,中国工商银行,混合型,20190627,,20191226,20190624,,9.9679,1.0,0.15,,1.0,0.0001,,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)*20%,L,灵活配置型,契约型开放式,,,,E
177,160645.SZ,鹏华回报,鹏华基金,中国建设银行,混合型,20190625,,20191128,20190430,,2.3745,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率调整后)*20%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,,,E
178,159967.SZ,创成长,华夏基金,中国农业银行,股票型,20190621,,20190715,20190506,,3.9134,0.5,0.1,,1.0,0.1,,创业板动量成长指数收益率,L,被动指数型,契约型开放式,,20190715,20190715,E
179,159966.SZ,创蓝筹,华夏基金,中国农业银行,股票型,20190614,,20190715,20190506,,3.5455,0.5,0.1,,1.0,0.1,,创业板低波蓝筹指数收益率,L,被动指数型,契约型开放式,,20190715,20190715,E
180,513000.SH,日经225ETF易方达,易方达基金,中国工商银行,股票型,20190612,,20190625,20190528,,5.0841,0.2,0.05,,1.0,0.1,,日经225指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20190625,20190625,E
181,513520.SH,日经ETF,华夏基金,中国建设银行,股票型,20190612,,20190625,20190528,,4.3049,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
182,513800.SH,东京证券指数ETF,南方基金,中国工商银行,股票型,20190612,,20190625,20190528,,3.0843,0.2,0.05,,1.0,0.1,,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",L,被动指数型,契约型开放式,,20190625,20190625,E
183,501075.SH,科创主题,万家基金,中国建设银行,混合型,20190612,,20190912,20190605,,9.664,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
184,513880.SH,日经225ETF,华安基金,中国银行,股票型,20190612,,20190625,20190528,,2.7497,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
185,501078.SH,科创配置LOF,广发基金,中国农业银行,混合型,20190611,,20191118,20190605,,9.8898,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
186,501077.SH,科创富国,富国基金,招商银行,混合型,20190611,,20191028,20190605,,9.8853,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
187,501073.SH,科创混合,华安基金,中国建设银行,混合型,20190611,,20191220,20190605,,9.8857,1.2,0.2,,1.0,0.0001,,中债综合指数收益率*60%+中国战略新兴产业成份指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
188,159971.SZ,创业100,富国基金,中国建设银行,股票型,20190611,,20190702,20190509,,5.3801,0.3,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190702,20190702,E
189,501076.SH,科创基金,鹏华基金,中国工商银行,混合型,20190610,,20191209,20190605,,9.8894,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
190,501072.SH,标普红利增强LOF,国金基金,招商证券,股票型,20190605,,20190702,20190408,,2.0436,1.2,0.2,,1.0,0.01,,标普中国A股低波红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,L,增强指数型,契约型开放式,,20190624,20190624,E
191,160526.SZ,博时优势,博时基金,招商银行,混合型,20190603,,20191202,20190507,,10.8525,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,,,E
192,512910.SH,中证100ETF,广发基金,中国工商银行,股票型,20190527,,20190701,20190408,,4.1463,0.5,0.1,,1.0,0.1,,中证100指数,L,被动指数型,契约型开放式,,20190701,20190701,E
193,512750.SH,基本面50ETF,嘉实基金,中国工商银行,股票型,20190523,,20190705,20190408,,43.5935,0.5,0.1,,1.0,0.1,,中证锐联基本面50指数收益率,L,被动指数型,契约型开放式,,20190705,20190705,E
194,512170.SH,医疗ETF,华宝基金,中国银行,股票型,20190520,,20190617,20190422,,2.4944,0.5,0.1,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20190617,20190617,E
195,510350.SH,工银沪深300ETF,工银瑞信基金,中国农业银行,股票型,20190520,,20190816,20190211,,68.6369,0.45,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
